name,latitude,longitude,deposit_type,deposit_subtype,age_ma,age_method,tonnage_mt,cu_pct,mo_pct,au_g_t,major_commodities,state_prov,country,reference
Jeno,55.906671519,-125.420573116,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au, Ag",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
ATO,55.913305537,-125.291718098,Porphyry copper,,184.0,Inferred from K-Ar age for Lorraine,-9999.0,-9999.0,-9999.0,-9999.0,Cu,British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Misty,55.915805506,-125.513618135,Porphyry copper,,182.0,K-Ar,3.0,0.6,-9999.0,-9999.0,Cu,British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Jajay,55.927805517,-125.440818128,Porphyry copper,,175.0,K-Ar,31.9,0.66,-9999.0,0.17,"Cu, Au, Ag",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
All Alone Dome,55.939205514,-125.464718137,Porphyry copper,,212.0,K-Ar,-9999.0,-9999.0,-9999.0,-9999.0,Cu,British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
TAM,55.972005509,-125.503918158,Porphyry copper,,179.0,K-Ar,7.2,0.55,-9999.0,-9999.0,"Cu, Ag",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Osilinka,56.06306153,-125.360018175,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Au, Cu, Ag",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Bear,56.103144319,-126.874473429,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Mo, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Bear Lake,56.113605318,-126.883318435,Porphyry copper,,53.0,K-Ar quartz monzonite,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Mo, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Jake North,56.235805258,-127.323118556,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Ag, Mo",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Porphyry Creek,56.452005447,-125.995318452,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au, Mo",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Kerr,56.467504839,-130.268908072,Porphyry copper,Cu-Au,196.0,Inferred from U-Pb zircon age for Sulphurets Gold,225.3,0.41,-9999.0,0.23,"Cu, Au, Ag",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Bornite,56.485804838,-130.277219082,Porphyry copper,,196.0,Inferred from U-Pb zircon age for Sulphurets Gold,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Sulphurets Gold,56.504448839,-130.26779709,Porphyry copper,Cu-Au,196.0,U-Pb zircon,87.3,0.27,-9999.0,0.72,"Au, Cu, Mo",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Mitchell,56.531115842,-130.2502971,Porphyry copper,Cu-Au,196.0,Inferred from U-Pb zircon age for Sulphurets Gold,1509.9,0.18,-9999.0,0.64,"Au, Cu, Ag",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Bronson Slope - Red Bluff,56.666404719,-131.094419271,Porphyry copper,Cu-Au,195.0,U-Pb zircon,129.8,0.16,0.008,0.44,"Ag, Au, Cu",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Red,56.735005408,-126.300818631,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au, Mo",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Hat,56.740005404,-126.327218638,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Kemess South,57.005805347,-126.75081883,Porphyry copper,Cu-Au,201.0,U-Pb zircon (mean),228.8,0.164,-9999.0,0.445,"Cu, Au, Mo",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Ann,57.059404652,-131.549519518,Porphyry copper,,48.0,K-Ar biotite,-9999.0,-9999.0,-9999.0,-9999.0,Cu,British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Kemess North,57.060005346,-126.759418857,Porphyry copper,,202.0,U-Pb zircon,719.2,0.15,-9999.0,0.15,"Cu, Au, Mo",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Galore Saddle,57.110304669,-131.431719529,Porphyry copper,,212.0,Inferred from Ar-Ar age for Galore Copper Canyon,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Galore West Fork Glacier,57.114404664,-131.465019535,Porphyry copper,Cu-Au,212.0,Inferred from Ar-Ar age for Galore Copper Canyon,60.8,0.495,-9999.0,0.348,"Cu, Au, Ag",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Galore Copper Canyon,57.116404681,-131.346919522,Porphyry copper,Cu-Au,212.0,Ar-Ar,164.8,0.35,-9999.0,0.54,"Cu, Au, Ag",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Galore Southwest,57.122504662,-131.47561954,Porphyry copper,Cu-Au,212.0,Inferred from Ar-Ar age for Galore Copper Canyon,170.6,0.349,-9999.0,0.633,"Cu, Ag, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Grizzly,57.129448785,-130.639185439,Porphyry copper,,212.0,Inferred from Ar-Ar age for Galore Copper Canyon,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au, Ag",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Galore,57.135804665,-131.455619545,Porphyry copper,Cu-Au,212.0,Inferred from Ar-Ar age for Galore Copper Canyon,1382.6,0.41,-9999.0,0.22,"Cu, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Galore Central,57.135804665,-131.455619545,Porphyry copper,Cu-Au,212.0,Inferred from Ar-Ar age for Galore Copper Canyon,233.9,0.67,-9999.0,0.35,"Cu, Au, Ag",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Galore Junction,57.140604661,-131.485019551,Porphyry copper,Cu-Au,212.0,Inferred from Ar-Ar age for Galore Copper Canyon,101.6,0.548,-9999.0,0.325,"Cu, Au, Ag",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Galore North Junction,57.144170661,-131.485852553,Porphyry copper,,212.0,Inferred from Ar-Ar age for Galore Copper Canyon,7.7,1.5,-9999.0,-9999.0,Cu,British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Galore North Rim,57.151404663,-131.471719554,Porphyry copper,,212.0,Inferred from Ar-Ar age for Galore Copper Canyon,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
MEX,57.20420536,-126.668618913,Porphyry copper,,201.0,Inferred from U-Pb zircon mean age for Kemess South,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Pine,57.233305351,-126.733318937,Porphyry copper,Cu-Au,201.0,Inferred from U-Pb zircon mean age for Kemess South,70.0,0.15,-9999.0,0.57,"Cu, Au, Ag",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Ball Creek,57.278337817,-130.416686484,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Mo, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Sofia,57.332505343,-126.801962996,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Au, Cu",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Schaft Creek,57.364204733,-130.990319601,Porphyry copper,,222.0,U-Pb zircon,1393.3,0.25,0.019,0.18,"Cu, Mo, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Pil,57.366405312,-127.015574046,Porphyry copper,,197.0,K-Ar biotite,-9999.0,-9999.0,-9999.0,-9999.0,Cu,British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
NABS,57.37470473,-131.005819608,Porphyry copper,Cu-Mo,222.0,Inferred from age for Schaft Creek,90.7,0.337,0.047,-9999.0,"Cu, Mo",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Kinaskan,57.653904842,-130.243619652,Porphyry copper,Cu-Au,205.0,U-Pb zircon,176.0,0.313,-9999.0,0.361,"Cu, Au, Ag",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Goat,57.65580484,-130.258919655,Porphyry copper,Cu-Au,205.0,"U-Pb zircon, sphene",71.22,0.397,-9999.0,0.398,"Cu, Au, Pb",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Wolf,57.682204853,-130.171719657,Porphyry copper,,205.0,"U-Pb zircon, sphene",-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Red Chris,57.699704907,-129.805319617,Porphyry copper,Cu-Au,210.0,U-Pb zircon,714.8,0.356,-9999.0,0.281,"Cu, Au, Ag",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
AL,57.744204828,-130.335319711,Porphyry copper,,205.0,Inferred from U-Pb zircon age for Kinaskan,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
QC,57.760804834,-130.293619714,Porphyry copper,,205.0,Inferred from U-Pb zircon age for Kinaskan,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
MFJ,57.796104897,-129.872519676,Porphyry copper,,198.0,K-Ar whole rock,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
unnamed,57.9119,-136.3477,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Fe",Alaska,United States,U.S. Geological Survey National Mineral Resource Assessment Team (2002)
Wolverine,58.120304627,-131.67812008,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Hoey,58.189504641,-131.576720104,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au, Ag",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Go,58.213604609,-131.794220144,Porphyry copper,,218.0,K-Ar hornblende,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au, Zn",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Copper Creek,58.219204622,-131.706120136,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au, Ag",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Dick Creek,58.234444618,-131.733070148,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Kid,58.240604595,-131.88362017,Porphyry copper,,218.0,K-Ar hornblende,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Gnat Lake,58.253604903,-129.826719911,Porphyry copper,,-9999.0,Geologic inference,30.4,0.39,-9999.0,-9999.0,Cu,British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
HU,58.344704848,-130.190820009,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au, Mo",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Mineral Hill,58.398615608,-131.786964244,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au, Ag",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Eaglehead,58.483905009,-129.107219935,Porphyry copper,,190.0,K-Ar,79.5,0.404,0.005,0.044,"Cu, Au, Mo",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
unnamed,58.983,-136.341,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Mo",Alaska,United States,U.S. Geological Survey National Mineral Resource Assessment Team (2002)
Nunatak,58.9875,-136.102777778,Porphyry copper,Cu-Mo,-9999.0,not dated,120.0,0.18,0.03,-9999.0,Cu,Alaska,United States,U.S. Geological Survey National Mineral Resource Assessment Team (2002)
Margerie Glacier,59.019444444,-137.083333333,Porphyry copper,Cu-Au,34.0,unknown,145.0,0.2,-9999.0,0.24,Cu,Alaska,United States,U.S. Geological Survey National Mineral Resource Assessment Team (2002)
Fawley,60.185304024,-135.390821702,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au, Ag",Yukon Territory,Canada,"Mihalasky and others (2011, revised 2013)"
Silver Queen,60.226115077,-135.048909693,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Ag, Cu, Au",Yukon Territory,Canada,"Mihalasky and others (2011, revised 2013)"
Suits,60.816103995,-135.480822123,Porphyry molybdenum-copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Mo, Cu, Au",Yukon Territory,Canada,"Mihalasky and others (2011, revised 2013)"
TUV,61.290304089,-134.822522377,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Au, Mo, Cu",Yukon Territory,Canada,"Mihalasky and others (2011, revised 2013)"
Rhyolite,61.847503475,-138.507523119,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Mo",Yukon Territory,Canada,"Mihalasky and others (2011, revised 2013)"
Maloney,62.008903569,-137.904523189,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Mo, W",Yukon Territory,Canada,"Mihalasky and others (2011, revised 2013)"
Trudi,62.046903061,-140.982523439,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Mo",Yukon Territory,Canada,"Mihalasky and others (2011, revised 2013)"
Goulter,62.077503683,-137.193623178,Porphyry copper,,76.0,Inferred from U-Pb age for Cash,-9999.0,-9999.0,-9999.0,-9999.0,"Ag, Au, Cu",Yukon Territory,Canada,"Mihalasky and others (2011, revised 2013)"
Cyprus,62.090003682,-137.198923188,Porphyry copper,,58.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au, Mo",Yukon Territory,Canada,"Mihalasky and others (2011, revised 2013)"
Revenue,62.325303663,-137.269223371,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au, W",Yukon Territory,Canada,"Mihalasky and others (2011, revised 2013)"
Nucleus,62.334203652,-137.335823384,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au, Mo",Yukon Territory,Canada,"Mihalasky and others (2011, revised 2013)"
Williams Creek,62.348903757,-136.693623336,Porphyry copper,Cu-Au,-9999.0,Geologic inference,19.27,0.95,-9999.0,0.376,"Cu, Au, Ag",Yukon Territory,Canada,"Mihalasky and others (2011, revised 2013)"
MIM,62.356903447,-138.570823506,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Au, Cu",Yukon Territory,Canada,"Mihalasky and others (2011, revised 2013)"
Klazan,62.380603624,-137.492523434,Porphyry molybdenum-copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Mo, Cu, Ag",Yukon Territory,Canada,"Mihalasky and others (2011, revised 2013)"
Cash,62.429203602,-137.620023482,Porphyry copper,,76.0,U-Pb,36.0,0.28,0.021,0.17,"Cu, Mo, Au",Yukon Territory,Canada,"Mihalasky and others (2011, revised 2013)"
Pattison,62.525803434,-138.61422364,Porphyry molybdenum-copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Mo, Cu",Yukon Territory,Canada,"Mihalasky and others (2011, revised 2013)"
Minto,62.609203659,-137.238323587,Porphyry copper,Cu-Au,-9999.0,Geologic inference,34.35,1.187,-9999.0,0.323,"Cu, Au, Ag",Yukon Territory,Canada,"Mihalasky and others (2011, revised 2013)"
PAL,62.610003664,-137.203923585,Porphyry copper,,76.0,Inferred from U-Pb age for Cash,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Ag, Au",Yukon Territory,Canada,"Mihalasky and others (2011, revised 2013)"
Giant,62.643903647,-137.30392362,Porphyry copper,,76.0,Inferred from U-Pb age for Cash,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au, Ag",Yukon Territory,Canada,"Mihalasky and others (2011, revised 2013)"
Casino,62.737803391,-138.828123823,Porphyry copper,,74.0,U-Pb,964.0,0.22,0.02,0.24,"Cu, Au, Mo",Yukon Territory,Canada,"Mihalasky and others (2011, revised 2013)"
