RefNo,ResultNo,RockName,Year,Authors,Title,Journal,Volume,Pages,Continent,RockType,LowAge,HighAge,LoMagAge,HiMagAge,SLat,SLon,PLat,PLon,DP,DM,Dec,Inc,K,A95,B,N,QSUM,Q1,Q2,Q3,Q4,Q5,Q6,Q7,RSUM,R1,R2,R3,R4,R5,R6,R7,Component,Tests,Tilt,PType,DemagCode,Treatment,Method,Terrane,StratAge,RLat,RLon,Comments
880,4532,Siberian Traps,1971,"Davydov,V.F., Kravchinsky,A.Y.",Paleomagnetic directions and pole positions: Data for the USSR - Issue 1,Soviet Geophysical Committee: World Data Center-B (Moscow),,Catalogue,Asia,extrusives,243,245,243,245,60,103,63,153,5.3,5.6,61,78,49,3,2,43,4,1,1,0,0,1,0,1,,,,,,,,,,Ro,0,D,0,N,40Ar/39Ar,Siberian Platform,T2,60,103,
880,4531,Siberian Traps,1971,"Davydov,V.F., Kravchinsky,A.Y.",Paleomagnetic directions and pole positions: Data for the USSR - Issue 1,Soviet Geophysical Committee: World Data Center-B (Moscow),,Catalogue,Asia,extrusives,243,245,243,245,57,101,61,141,3.6,3.8,61,79,36,2,1,129,4,1,1,0,0,1,0,1,,,,,,,,,,M,0,D,1,A,40Ar/39Ar,Siberian Platform,T2,57,101,
1981,4530,Verkhnepechora and Byzovsk Groups,1971,"Slautsitais, I.P.",Paleomagnetic directions and pole positions: Data for the USSR - Issue 1,Soviet Geophysical Committee: World Data Center-B (Moscow),,Catalogue,Europe,"sediments, sandstones, clays",250,254,250,254,65.5,58,31,148,12.5,20,73,44,5,16,1,24,3,1,0,0,0,1,0,1,,,,,,,,,,Ro,100,D,2,AV,fossils,Barentz-Pechoria,P3-T1,65.5,58,
1981,4529,Dolnapinsk Group,1971,"Slautsitais, I.P.",Paleomagnetic directions and pole positions: Data for the USSR - Issue 1,Soviet Geophysical Committee: World Data Center-B (Moscow),,Catalogue,Asia,"sediments, sandy clays",245,260,245,260,44,53,52,163,5.8,9.6,39,40,6,8,1,60,2,1,0,0,0,0,0,1,,,,,,,,,,M,100,D,0,V,fossils,Turan,P3-T1,44,53,
1981,4528,Tagandzhinsk and Upper Keltersk Groups,1971,"Slautsitais, I.P.",Paleomagnetic directions and pole positions: Data for the USSR - Issue 1,Soviet Geophysical Committee: World Data Center-B (Moscow),,Catalogue,Asia,"sediments, siltstones",250,251,250,251,65.5,128,60,151,29,29.5,108,84,22,15,6,82,4,1,1,0,1,0,0,1,,,,,,,,,,F+,100,D,1,AV,fossils,,T1,65.5,128,
808,3230,Storm Peak Lavas,1971,"Ostrander,J.H.","Paleomagnetic investigations of the Queen Alexandra Range, Antarctica",Antarctic Jour.U.S.,6,183-185,Antarctica,extrusives,176,200,176,200,-84,165,44.1,51.5,8.8,11,252.7,-64.2,,6.9,12,72,4,1,1,0,0,1,0,1,,,,,,,,,,M,0,D,2,A,stratigraphic,East Antarctica,J1,-84,165,
872,3945,Northern Caucasus Laccoliths,1971,"Stankevitch, E.K., Sholpo, L.E.",Paleomagnetic directions and pole positions: Data for the USSR - Issue 1,Soviet Geophysical Committee: World Data Center-B (Moscow),,Catalogue,Europe,intrusives,5,23,5,23,44,43,83,330,6.3,8,170,-64,30,5,,32,4,1,1,0,0,1,0,1,,,,,,,,,,M,0,D,1,TA,stratigraphic,Sciphea,N1-2,44,43,
309,3944,Dnieper River Sediments,1971,"Tretyak,A.N.",Paleomagnetic directions and pole positions: Data for the USSR - Issue 1,Soviet Geophysical Committee: World Data Center-B (Moscow),,Catalogue,Europe,"sediments, red clays, sands",2,3,2,3,48,35,72,66,13.3,14.6,20,75,80,8,1,5,3,1,0,0,0,1,0,1,,,,,,,,,,N,0,D,2,T,fossils,Russian Platform,N2,48,35,
309,3943,"Loams, Odessa",1971,"Tretyak,A.N.",Paleomagnetic directions and pole positions: Data for the USSR - Issue 1,Soviet Geophysical Committee: World Data Center-B (Moscow),,Catalogue,Europe,"sediments,limestone loams",2,3,2,3,45,29,68,12,8.7,9.3,344,77,75,5,1,12,3,1,0,0,0,1,0,1,,,,,,,,,,N,0,D,2,TA,fossils,Russian Platform,N2,45,29,
309,3942,Moldova Clays,1971,"Tretyak,A.N.",Paleomagnetic directions and pole positions: Data for the USSR - Issue 1,Soviet Geophysical Committee: World Data Center-B (Moscow),,Catalogue,Europe,"sediments, clays",2,3,2,3,48,25,82,315,12.3,14.9,348,67,16,9,1,18,3,1,0,0,0,1,0,1,,,,,,,,,,Ro,0,D,2,TA,fossils,Russian Platform,N2,48,25,
1982,4655,Severodvinsk Horizon,1971,"Molostovsky, E.A.",Paleomagnetic directions and pole positions: Data for the USSR - Issue 1,Soviet Geophysical Committee: World Data Center-B (Moscow),,Catalogue,Europe,"sediments, redbeds",251,257,251,257,52.5,55,53,170,10,15.5,38,47,9,12,5,260,3,1,0,0,0,1,0,1,,,,,,,,,,"Ro,M",100,D,1,AV,fossils,Russian Platform,P3,52.5,55,
1981,4656,Upper Sarminsk Group,1971,"Slautsitais, I.P.",Paleomagnetic directions and pole positions: Data for the USSR - Issue 1,Soviet Geophysical Committee: World Data Center-B (Moscow),,Catalogue,Europe,"sediments, redbeds",251,257,251,257,52.5,55,61,152,13.4,17.9,39,59,69,12,1,12,3,1,0,0,0,1,0,1,,,,,,,,,,N,100,D,0,N,fossils,Russian Platform,P3,52.5,55,
877,4657,Severodvinsk Horizon and Sarminsk Group Combined,1971,"Khramov,A.N.",Paleomagnetic directions and pole positions: Data for the USSR - Issue 1,Soviet Geophysical Committee: World Data Center-B (Moscow),,Catalogue,Europe,"sediments, redbeds",251,263,251,263,52.5,55,54,168,2.6,3.9,38,48,9,3,6,272,3,1,0,0,0,1,0,1,,,,,,,,,Combined Result,"Ro,M",100,D,1,AV,fossils,Russian Platform,P2-3,52.5,55,Combined RESULTNOS 4655-4656
1981,4658,Krasnotsvetnaya Group,1971,"Slautsitais, I.P.",Paleomagnetic directions and pole positions: Data for the USSR - Issue 1,Soviet Geophysical Committee: World Data Center-B (Moscow),,Catalogue,Europe,"sediments, sandy clays",251,263,251,263,48.5,52,58,157,3.6,5.3,37,50,100,4,12,17,3,1,0,0,1,0,0,1,,,,,,,,,,F+,100,D,0,N,fossils,,P2-3,48.5,52,
1981,4659,Amanbulak Group,1971,"Slautsitais, I.P.",Paleomagnetic directions and pole positions: Data for the USSR - Issue 1,Soviet Geophysical Committee: World Data Center-B (Moscow),,Catalogue,Asia,"sediments, redbeds",251,263,251,263,41,55,46,160,7.2,12.6,45,34,7,11,55,55,2,1,0,0,0,0,0,1,,,,,,,,,,"Ro,M",100,D,0,V,stratigraphic,Turan,P2-3,41,55,
1981,4660,Upper Nersk Group,1971,"Slautsitais, I.P.",Paleomagnetic directions and pole positions: Data for the USSR - Issue 1,Soviet Geophysical Committee: World Data Center-B (Moscow),,Catalogue,Asia,"sediments, sandstones, siltstones",251,263,251,263,64.5,130,47,135,13,13.5,169,81,32,7,16,16,2,1,0,0,0,0,0,1,,,,,,,,,,N,100,D,0,V,fossils,,P2-3,64.5,130,
877,4661,Dronovsk Group,1971,"Khramov,A.N.",Paleomagnetic directions and pole positions: Data for the USSR - Issue 1,Soviet Geophysical Committee: World Data Center-B (Moscow),,Catalogue,Europe,"sediments, redbeds",263,267,263,267,49,38,40,158,4.6,8.5,223,-24,30,8,10,10,3,1,0,0,0,1,0,1,,,,,,,,,Locality 1,N,100,D,0,N,stratigraphic,Russian Platform,P2,49,38,
877,4662,Dronovsk Group,1971,"Khramov,A.N.",Paleomagnetic directions and pole positions: Data for the USSR - Issue 1,Soviet Geophysical Committee: World Data Center-B (Moscow),,Catalogue,Europe,"sediments, redbeds",263,267,263,267,49,38,47,164,4.9,8.9,215,-30,54,8,6,6,3,1,0,0,0,1,0,1,,,,,,,,,Locality 2,N,100,D,0,N,stratigraphic,Russian Platform,P2,49,38,
309,4663,Dronovsk Group,1971,"Tretyak,A.N.",Paleomagnetic directions and pole positions: Data for the USSR - Issue 1,Soviet Geophysical Committee: World Data Center-B (Moscow),,Catalogue,Europe,"sediments, redbeds",263,267,263,267,49,38,38,158,6.2,11.7,224,-23,10,11,3,6,3,1,0,0,0,1,0,1,,,,,,,,,Locality 1,N,100,D,0,N,stratigraphic,Russian Platform,P2,49,38,
880,3985,"Basalts, Transbaikalia",1971,"Davydov,V.F., Kravchinsky,A.Y.",Paleomagnetic directions and pole positions: Data for the USSR - Issue 1,Soviet Geophysical Committee: World Data Center-B (Moscow),,Catalogue,Asia,"extrusives, basalts",2,3,2,3,51,104,83,133,4.7,5.3,6,72,47,3,1,42,4,1,1,0,0,1,0,1,,,,,,,,,,M,0,D,1,A,fossils,,N2,51,104,
360,3984,Karanak Group,1971,"Gamov, L.N., Pen'kov, A.V.",Paleomagnetic directions and pole positions: Data for the USSR - Issue 1,Soviet Geophysical Committee: World Data Center-B (Moscow),,Catalogue,Asia,"sediments, redbeds",3,5,3,5,38,69,80,194,6.6,9.6,10,52,13,7,10,33,4,1,1,0,1,0,0,1,,,,,,,,,,"F+,M",100,D,1,TA,fossils,,N2,38,69,
877,3983,"Basalts and Sediments, East Kamchatka",1971,"Khramov,A.N.",Paleomagnetic directions and pole positions: Data for the USSR - Issue 1,Soviet Geophysical Committee: World Data Center-B (Moscow),,Catalogue,Asia,"extrusives,sediments,basalts,siltstones",5,23,5,23,55,161,75,47,9.1,11.3,340,65,9,7,23,47,3,1,0,0,1,0,0,1,,,,,,,,,,G+,0,D,0,N,fossils,,N1,55,161,
272,3982,Shufan and Shkotovsk Groups,1971,"Kochegura,V.V.",Paleomagnetic directions and pole positions: Data for the USSR - Issue 1,Soviet Geophysical Committee: World Data Center-B (Moscow),,Catalogue,Asia,"extrusives, basalts",2,23,2,23,43.5,132,88,312,3.5,4.6,0,61,48,3,62,1013,5,1,1,0,1,1,0,1,,,,,,,,,,"C+,Ro",0,D,1,TA,fossils,Amur,N1-2,43.5,132,
272,3981,Orlovsk Group Volcanics,1971,"Kochegura,V.V.",Paleomagnetic directions and pole positions: Data for the USSR - Issue 1,Soviet Geophysical Committee: World Data Center-B (Moscow),,Catalogue,Asia,"extrusives, basalts, andesites",5,16,5,16,49,141,83,173,1.5,1.7,6,71,137,1,14,124,4,1,1,0,0,1,0,1,,,,,,,,,,Ro,0,D,1,TA,fossils,,N1,49,141,
879,3980,"Lacustrine Clays, Western Siberia",1971,"Gorbunov, M.G.",Paleomagnetic directions and pole positions: Data for the USSR - Issue 1,Soviet Geophysical Committee: World Data Center-B (Moscow),,Catalogue,Asia,"sediments, clays",16,23,16,23,60,83,70,230,4.7,6.1,194,-61,42,4,9,32,4,1,1,0,0,1,0,1,,,,,,,,,,M,0,D,2,TV,fossils,,N1,60,83,
808,3232,Jurassic Intrusions,1971,"Ostrander,J.H.","Paleomagnetic investigations of the Queen Alexandra Range, Antarctica",Antarctic Jour.U.S.,6,183-185,Antarctica,intrusives,176,200,176,200,-84,165,52.5,23.9,8.4,9.5,224.5,-72,,5.4,7,42,4,1,1,0,0,1,0,1,,,,,,,,,,M,0,D,2,A,stratigraphic,East Antarctica,J1,-84,165,
309,4664,Dronovsk Group,1971,"Tretyak,A.N.",Paleomagnetic directions and pole positions: Data for the USSR - Issue 1,Soviet Geophysical Committee: World Data Center-B (Moscow),,Catalogue,Europe,"sediments, redbeds",263,267,263,267,49,38,45,175,8.3,15.8,210,-21,9,15,6,13,3,1,0,0,0,1,0,1,,,,,,,,,Locality 2,N,100,D,0,N,stratigraphic,Russian Platform,P2,49,38,
877,4665,Dronovsk Group Combined,1971,"Khramov,A.N.",Paleomagnetic directions and pole positions: Data for the USSR - Issue 1,Soviet Geophysical Committee: World Data Center-B (Moscow),,Catalogue,Europe,"sediments, redbeds",263,267,263,267,49,38,42,164,4.6,8.6,218,-25,150,8,25,53,4,1,1,0,0,1,0,1,,,,,,,,,Combined Result,N,100,D,0,N,stratigraphic,Russian Platform,P2,49,38,Combined RESULTNOS 4661-4664
1982,4666,Nizhnetatarsk and Verkhnekazansk Groups,1971,"Molostovsky, E.A.",Paleomagnetic directions and pole positions: Data for the USSR - Issue 1,Soviet Geophysical Committee: World Data Center-B (Moscow),,Catalogue,Europe,"sediments, redbeds",260,271,260,271,52.5,55,44,163,10.9,18.1,228,-40,5,15,7,219,3,1,0,0,0,1,0,1,,,,,,,,,Locality 1,M,100,D,0,V,fossils,Russian Platform,P2,52.5,55,
1982,4667,Nizhnetatarsk and Verkhnekazansk Groups,1971,"Molostovsky, E.A.",Paleomagnetic directions and pole positions: Data for the USSR - Issue 1,Soviet Geophysical Committee: World Data Center-B (Moscow),,Catalogue,Europe,"sediments, redbeds",260,271,260,271,52.5,55,42,169,7.3,12.7,224,-35,7,11,6,38,3,1,0,0,0,1,0,1,,,,,,,,,Locality 2,M,100,D,0,V,fossils,Russian Platform,P2,52.5,55,
1982,4668,Nizhnetatarsk and Verkhnekazansk Groups,1971,"Molostovsky, E.A.",Paleomagnetic directions and pole positions: Data for the USSR - Issue 1,Soviet Geophysical Committee: World Data Center-B (Moscow),,Catalogue,Europe,"sediments, redbeds",260,271,260,271,52.5,55,42,168,2.8,4.8,227,-39,5,4,13,257,3,1,0,0,0,1,0,1,,,,,,,,,Combined Result,M,100,D,0,V,fossils,Russian Platform,P2,52.5,55,Combined RESULTNOS 4666-4667
1982,4671,West Bashkirian Clays,1971,"Molostovsky, E.A.",Paleomagnetic directions and pole positions: Data for the USSR - Issue 1,Soviet Geophysical Committee: World Data Center-B (Moscow),,Catalogue,Europe,"sediments, red clays",268,271,268,271,56,55.5,37,173,7.6,13.5,227,-32,6,12,76,76,3,1,0,0,0,1,0,1,,,,,,,,,,M,100,D,0,V,fossils,Russian Platform,P2,56,55.5,
877,4672,West Bashkirian Clays Combined,1971,"Khramov,A.N.",Paleomagnetic directions and pole positions: Data for the USSR - Issue 1,Soviet Geophysical Committee: World Data Center-B (Moscow),,Catalogue,Europe,"sediments, redbeds",268,271,268,271,55.6,55.3,39,168,4.7,8.1,229,-36,286,7,93,109,4,1,1,0,0,1,0,1,,,,,,,,,Combined Result,M,100,D,0,V,fossils,Russian Platform,P2,55.6,55.3,Combined RESULTNOS 4669-4671
1981,4673,Nizhnepechorsk Subgroup,1971,"Slautsitais, I.P.",Paleomagnetic directions and pole positions: Data for the USSR - Issue 1,Soviet Geophysical Committee: World Data Center-B (Moscow),,Catalogue,Europe,"sediments,sandstones,siltstones,clays",263,267,263,267,65.5,58,23,148,10,16.7,263,-39,12,14,9,9,3,1,0,0,0,1,0,1,,,,,,,,,,N,100,D,0,V,fossils,Barentz-Pechoria,P2,65.5,58,
309,4674,"Izvestnyakovo, Dolomitova and Solenosna Groups",1971,"Tretyak,A.N.",Paleomagnetic directions and pole positions: Data for the USSR - Issue 1,Soviet Geophysical Committee: World Data Center-B (Moscow),,Catalogue,Europe,"sediments, redbeds",295,297,295,297,49,38.5,46,170,9.9,18.4,212,-26,3,17,13,27,3,1,0,0,0,1,0,1,,,,,,,,,,M,100,D,0,V,fossils,Russian Platform,P1,49,38.5,
877,4678,"Izvestnyakovo, Dolomitova and Solenosna Groups Combined",1971,"Khramov,A.N.",Paleomagnetic directions and pole positions: Data for the USSR - Issue 1,Soviet Geophysical Committee: World Data Center-B (Moscow),,Catalogue,Europe,"sediments, redbeds",295,297,295,297,49,38.3,40,162,4.5,8.5,222,-23,76,8,65,128,4,1,1,0,0,1,0,1,,,,,,,,,Combined Result,M,100,D,0,V,fossils,Russian Platform,P1,49,38.3,Combined RESULTNOS 4674-4677
877,4679,North Sections of Copper Sandstone Group,1971,"Khramov,A.N.",Paleomagnetic directions and pole positions: Data for the USSR - Issue 1,Soviet Geophysical Committee: World Data Center-B (Moscow),,Catalogue,Europe,"sediments, redbeds",271,305,271,305,49,38,35,163,5.2,10.2,223,-13,21,10,,22,3,1,0,0,0,1,0,1,,,,,,,,,Locality 1,M,100,D,0,V,fossils,Russian Platform,C2-P1,48.7,38.2,
878,3979,Turkmenia Sediments,1971,"Mammedov,M.",Paleomagnetic directions and pole positions: Data for the USSR - Issue 1,Soviet Geophysical Committee: World Data Center-B (Moscow),,Catalogue,Asia,"sediments, redbeds",5,23,5,23,36,62,82,140,9.5,13.1,10,57,7,9,1,50,2,1,0,0,0,0,0,1,,,,,,,,,,N,0,D,2,T,stratigraphic,Turan,N1,36,62,
1986,4527,Anabar-Udzha Region Intrusives,1971,"Kamysheva,G.G.",Paleomagnetic directions and pole positions: Data for the USSR - Issue 1,Soviet Geophysical Committee: World Data Center-B (Moscow),,Catalogue,Asia,"intrusives, dolerites",200,251,200,251,71.4,115.2,46,153,15.9,17.8,124,73,28,10,9,121,4,1,1,0,0,1,0,1,,,,,,,,,,"Ro,M",0,D,2,A,stratigraphic,Siberian Platform,T,71.4,115.2,
1986,4526,Alamdzhan Region Intrusives,1971,"Kamysheva,G.G.",Paleomagnetic directions and pole positions: Data for the USSR - Issue 1,Soviet Geophysical Committee: World Data Center-B (Moscow),,Catalogue,Asia,"intrusives, dolerites. porphyrites",200,251,200,251,63.6,112.1,51,155,3.4,3.7,100,76,700,2,8,284,4,1,1,0,0,1,0,1,,,,,,,,,,Ro,0,D,2,A,stratigraphic,Siberian Platform,T,63.6,112.1,
1986,4525,Olenek Region Intrusives,1971,"Kamysheva,G.G.",Paleomagnetic directions and pole positions: Data for the USSR - Issue 1,Soviet Geophysical Committee: World Data Center-B (Moscow),,Catalogue,Asia,"intrusives, dolerites",345,375,345,375,70.4,120.4,43,130,18.3,20.1,164,75,75,11,4,93,4,1,1,0,0,1,0,1,,,,,,,,,,N,0,D,2,A,K-Ar,Siberian Platform,D3-C1,70.4,120.4,
701,3004,Kabaledo Dykes,1971,"Veldkamp, J., Mulder, F.G., Zijderveld, J.D.A.",Palaeomagnetism of Suriname dolerites,Phys.Earth Planet.Interiors,4,370-380,South America,"intrusives, dolerites",1650,1850,1650,1850,5,-57.5,44,210,10.1,20.2,314,3.5,155,20.2,2,30,3,0,0,1,0,1,0,1,,,,,,,,,,N,0,D,3,AT,stratigraphic,,PP,5,-57.5,
701,3003,Dolerite Dykes,1971,"Veldkamp, J., Mulder, F.G., Zijderveld, J.D.A.",Palaeomagnetism of Suriname dolerites,Phys.Earth Planet.Interiors,4,370-380,South America,"intrusives, dolerite dykes",227,237,227,237,4,-55,82,140,10,20,358,-7,25,10,10,90,4,1,1,1,0,1,0,0,,,,,,,,,,N,0,D,3,AT,K-Ar,,T2,4,-55,
701,3002,Blackawatra Dykes,1971,"Veldkamp, J., Mulder, F.G., Zijderveld, J.D.A.",Palaeomagnetism of Suriname dolerites,Phys.Earth Planet.Interiors,4,370-380,South America,"intrusives, dolerite dykes",1550,1650,1550,1650,3,-55.5,8,233,22.6,39.2,277,35,56,34,2,17,3,0,0,1,0,1,0,1,,,,,,,,,,N,0,D,3,AT,K-Ar,,MP,3,-55.5,
695,3001,Franklin Mountains Igneous Rocks,1971,"Spall, H.","Paleomagnetism of Precambrian rocks from El Paso, Texas",Phys.Earth Planet.Interiors,4,329-346,North America,"intrusives, extrusives",1085,1155,1085,1155,31.9,-106.4,28,200,5,6,279,62,557,4,12,101,5,1,1,1,0,1,0,1,,,,,,,,,,M,100,D,3,AT,U-Pb,,MP,31.9,-106.4,Mean of 4 igneous units given
678,3000,Rajmahal Traps combined,1971,"Klootwijk,C.T.","Palaeomagnetism of the Upper Gondwana Rajmahal Traps, northeast India",Tectonophysics,12,449-467,Asia,"extrusives, basalts",115,117,115,117,24.5,87.5,7.5,296.5,3,3.5,316,-65,85,2.5,48,294,5,1,1,1,0,1,0,1,,,,,,,,,Combined Result,Ro,0,D,3,AT,40Ar/39Ar,India,K1,24.5,87.5,"Combined RESULTNO 2999, 3045, 3487."
678,2999,Rajmahal Traps,1971,"Klootwijk,C.T.","Palaeomagnetism of the Upper Gondwana Rajmahal Traps, northeast India",Tectonophysics,12,449-467,Asia,"extrusives, basalts",115,117,115,117,24.6,87.7,7,297,4.5,6,314.5,-64.5,60,3.5,25,158,5,1,1,1,0,1,0,1,,,,,,,,,,R-,0,D,3,AT,40Ar/39Ar,India,K1,24.6,87.7,
705,2998,"Deccan Traps, Western Ghats",1971,"Wensink, H., Klootwijk, C.T.","Paleomagnetism of the Deccan Traps in the Western Ghats, near Poona, India",Tectonophysics,11,175-190,Asia,"extrusives, basalts",63,68,63,68,17.8,73.8,34.5,283.6,3.4,5.1,151.7,49.6,402.7,3.8,90,600,4,1,1,0,0,1,0,1,,,,,,,,,,Ro,0,D,2,A,"40Ar/39Ar,fossils",India,K2-E1,17.8,73.8,Mean of 5 sections given.
851,4131,Georgian Basalts,1971,"Vekua, L.V.",Paleomagnetic directions and pole positions: Data for the USSR - Issue 1,Soviet Geophysical Committee: World Data Center-B (Moscow),,Catalogue,Middle East,"extrusives, basalts",38,50,38,50,42,42,74,236,6.7,10.3,175,-47,20,8,14,37,3,1,1,0,0,0,0,1,,,,,,,,,,N,100,D,0,V,fossils,,E2,42,42,
872,4132,Armenian Volcanics,1971,"Stankevitch, E.K., Sholpo, L.E.",Paleomagnetic directions and pole positions: Data for the USSR - Issue 1,Soviet Geophysical Committee: World Data Center-B (Moscow),,Catalogue,Middle East,"extrusives, andesite-dacites",23,65,23,65,39,45.7,74,170,2.6,3.9,16,48,160,3,1,17,2,1,0,0,0,0,0,1,,,,,,,,,,M,100,D,1,AT,stratigraphic,,E1-3,39,45.7,
360,4137,Shurysai Beds,1971,"Gamov, L.N., Pen'kov, A.V.",Paleomagnetic directions and pole positions: Data for the USSR - Issue 1,Soviet Geophysical Committee: World Data Center-B (Moscow),,Catalogue,Asia,"sediments, redbeds",23,29,23,29,38,69,82,282,5.4,8,355,50,30,6,40,41,3,1,1,0,0,0,0,1,,,,,,,,,,M,100,D,1,TA,fossils,,E3,38,69,
1986,4524,Mid Vilyui Region Intrusives,1971,"Kamysheva,G.G.",Paleomagnetic directions and pole positions: Data for the USSR - Issue 1,Soviet Geophysical Committee: World Data Center-B (Moscow),,Catalogue,Asia,"intrusives, gabbros, dolerites",200,299,200,299,63,112,52,140,5.5,5.7,117,80,146,3,24,71,4,1,1,0,0,1,0,1,,,,,,,,,,Ro,0,D,2,A,stratigraphic,Siberian Platform,P-T,63,112,
670,2991,Franklin Diabases,1971,"Fahrig, W.F., Irving, E., Jackson, G.D.",Paleomagnetism of the Franklin diabases,Canad. J. Earth Sci.,8,455-467,North America,"intrusives, diabase",720,726,720,726,63,-94,8,167,5,5,281.5,6,,6,24,115,5,1,1,0,0,1,1,1,,,,,,,,,,Rc,0,V,2,A,U-Pb,,NP2,63,-94,
682,2990,Grenville Diabases,1971,"Murthy,G.S.",The paleomagnetism of diabase dikes from the Grenville Province,Canad. J. Earth Sci.,8,802-812,North America,"intrusives, diabases",700,1000,700,1000,46,-78,60,240,14,14,316,75,21,9,12,60,2,0,1,0,0,1,0,0,,,,,,,,,Group B,"Ro,M",0,D,2,AT,K-Ar,Grenville Province,NP1-2,46,-78,
682,2989,Grenville Diabases,1971,"Murthy,G.S.",The paleomagnetism of diabase dikes from the Grenville Province,Canad. J. Earth Sci.,8,802-812,North America,"intrusives, diabases",700,1000,700,1000,46,-78,-3,151,9.5,14.5,118.9,45.2,14,11.3,11,55,3,0,1,0,0,1,0,1,,,,,,,,,Group A,"Ro,M",0,D,2,AT,K-Ar,Grenville Province,NP1-2,46,-78,
665,2988,Cape Dyer Lavas,1971,"Deutsch,E.R., Kristjansson,L.G., May,B.T.",Remanent magnetism of Lower Tertiary lavas on Baffin Island,Canad. J. Earth Sci.,8,1542-1552,North America,"extrusives, basalts",57,61,57,61,66.6,-61.3,83,305,11.5,12,2.7,81.7,155,6.2,5,38,4,1,1,0,0,1,0,1,,,,,,,,,,M,0,D,2,AT,K-Ar,,E1,66.6,-61.3,
686,2987,"Deccan Traps, Jalna",1971,"Pal, P.C., Bhimasankaram, V.L.S.","Palaeomagnetism of the Deccan Trap flows of Jalna, India",Earth Planet.Sci.Letters,11,109-112,Asia,"extrusives, basalts",63,68,63,68,19.9,75.9,39,279,3,5,160,46,32,3.8,3,42,4,1,1,0,0,1,0,1,,,,,,,,,,N,0,D,2,A,"40Ar/39Ar,fossils",India,K2-E1,19.9,75.9,
663,2986,San Cristobal Volcanics,1971,"Cox,A.","Paleomagnetism of San Cristobal Island, Galapagos",Earth Planet.Sci.Letters,11,152-160,Pacific Ocean,extrusives,0,1,0,1,-0.8,-89.5,86.6,223.1,4,4,357.6,3,32,5.3,24,192,4,1,1,0,0,1,0,1,,,,,,,,,,N,0,V,2,AN,magnetostratigraphic,,N3-4,-0.8,-89.5,
660,2985,Freetown Igneous Complex,1971,"Briden,J.C., Henthorn,D.I., Rex,D.C.","Palaeomagnetic and radiometric evidence for the age of the Freetown Igneous Complex, Sierra Leone",Earth Planet.Sci.Letters,12,385-391,Africa,intrusives,165,194,165,194,8.3,-13.2,80.9,224.6,4.8,4.8,352.3,6.5,43,7.4,10,10,3,1,0,0,0,1,0,1,,,,,,,,,,R-,0,V,2,A,K-Ar,,J1,8.3,-13.2,
703,2984,Rio Grande de Santiago Volcanics,1971,"Watkins, N.D., Gunn, B.M., Baksi, A.K., York, D., Ade-Hall, J.","Paleomagnetism, geochemistry and Potassium-Argon ages of the Rio Grande de Santiago Volcanics, Central Mexico",Geol.Soc.Amer.Bull.,82,1955-1968,North America,extrusives,5,10,5,10,20.8,-103.4,80.3,158.8,8.5,14.8,349.8,34.8,16.9,12.9,7,69,4,1,1,0,0,1,0,1,,,,,,,,,,"Ro,M",0,D,2,A,K-Ar,,N1,20.8,-103.4,See also RESULTNO 8925
696,2983,Wind River Dykes,1971,"Spall, H.","Paleomagnetism and K-Ar ages of mafic dikes from the Wind River Range, Wyoming",Geol.Soc.Amer.Bull.,82,2457-2472,North America,"intrusives, mafic dykes",1880,2060,1880,2060,42.6,-108.8,43,239,23,23,277,85,65,11,4,23,3,0,0,1,0,1,0,1,,,,,,,,,,M,0,D,3,AT,K-Ar,,PP,42.6,-108.8,
692,2982,Logan Sills,1971,"Robertson, W.A., Fahrig, W.F.",The Great Logan Paleomagnetic Loop - The polar wandering path from the Canadian Shield during the Neohelikian era,Canad. J. Earth Sci.,8,1355-1372,North America,"intrusives, sills",1106,1112,1106,1112,48.8,-88.9,47,220,12,14,107,-72,34,8,12,51,4,1,1,0,0,1,0,1,,,,,,,,,,"Co,M",0,D,2,AT,U-Pb,,MP,48.8,-88.9,
692,2981,Logan Dykes,1971,"Robertson, W.A., Fahrig, W.F.",The Great Logan Paleomagnetic Loop - The polar wandering path from the Canadian Shield during the Neohelikian era,Canad. J. Earth Sci.,8,1355-1372,North America,"intrusives, dykes",979,1079,979,1079,48.3,-89.1,60,233,41,44,134,-77,17,23,4,23,2,0,0,0,0,1,0,1,,,,,,,,,Reversed,N,0,D,2,AT,K-Ar,,MP-NP11,48.3,-89.1,
692,2980,Logan Dykes,1971,"Robertson, W.A., Fahrig, W.F.",The Great Logan Paleomagnetic Loop - The polar wandering path from the Canadian Shield during the Neohelikian era,Canad. J. Earth Sci.,8,1355-1372,North America,"intrusives, dykes",979,1079,979,1079,48.3,-89.1,35,181,4,7,295,43,54,5,15,69,3,0,1,0,0,1,0,1,,,,,,,,,Normal,M,0,D,2,AT,K-Ar,,MP-NP11,48.3,-89.1,
1986,4523,Upper Markha Region Intrusives,1971,"Kamysheva,G.G.",Paleomagnetic directions and pole positions: Data for the USSR - Issue 1,Soviet Geophysical Committee: World Data Center-B (Moscow),,Catalogue,Asia,"intrusives, dolerites",200,299,200,299,65.6,111.7,46,164,14,15.9,102,72,67,9,5,71,4,1,1,0,0,1,0,1,,,,,,,,,,Ro,0,D,2,A,stratigraphic,Siberian Platform,P-T,65.6,111.7,
