RefNo,ResultNo,RockName,Year,Authors,Title,Journal,Volume,Pages,Continent,RockType,LowAge,HighAge,LoMagAge,HiMagAge,SLat,SLon,PLat,PLon,DP,DM,Dec,Inc,K,A95,B,N,QSUM,Q1,Q2,Q3,Q4,Q5,Q6,Q7,RSUM,R1,R2,R3,R4,R5,R6,R7,Component,Tests,Tilt,PType,DemagCode,Treatment,Method,Terrane,StratAge,RLat,RLon,Comments
3660,9234,Hong Kong Dykes,2005,"Li, Y.,  Ali, J.R., Chan, L.S., Lee, C.M.",New and revised set of Cretaceous paleomagnetic poles from Hong Kong:implications for the development of southeast China,J.Asian Earth Sci.,24,481-493,Asia,"intrusives, dolerites, aplites",80,110,80,110,22.28,114.26,67.3,207.9,4.4,4.4,23.8,34.4,89.5,4.6,4,12,5,1,0,1,1,1,0,1,5,1,0,1,1,1,0,1,,"F+,R-",100,V,4,A,"K-Ar,40Ar/39Ar,magnetostr.",,K1-2,22.28,114.26,
4397,10333,Cascante and Cañizar Sediments Normal,2004,"Abdul Aziz, H., van Dam, J., Hilgen, F.J., Krijgsman, W.",Astronomical forcing in Upper Miocene continental sequences: implications for the Geomagnetic Polarity Time Scale,Earth Planet.Sci.Letters,222,243-258,Europe,sediments,9,11,9,11,40.2,-1.1,85.3,185.9,3.2,4.5,359.3,55,26.3,3.2,3,177,5,1,1,1,0,1,0,1,4,1,1,0,0,1,0,1,,R-,0,D,4,T,magnetostratigraphy,,N1,40.2,-1.1,
3652,9223,Hadrian’s Wall–Pennines Sill and Hett Dyke,2004,"Liss, D., Owens, W.H., Hutton, D.H.W.",New palaeomagnetic results from the Whin Sill complex: evidence for a multiple intrusion event and revised virtual geomagnetic poles for the late Carboniferous for the British Isles,J.Geol.Soc.London,161,927-938,Europe,"intrusives, dolerites",292,297,292,297,55.04,-1.9,32.9,167.1,2.5,2.5,189.2,3.3,35,3.5,47,60,5,1,1,1,0,1,0,1,4,1,0,1,0,1,0,1,,M,0,V,4,T,"K-Ar,40Ar/39Ar,U-Pb",East Avalon,P1,55.04,-1.9,
3652,9222,"Alnwick Sill, High Green and St. Oswald’s Chapel Dyke",2004,"Liss, D., Owens, W.H., Hutton, D.H.W.",New palaeomagnetic results from the Whin Sill complex: evidence for a multiple intrusion event and revised virtual geomagnetic poles for the late Carboniferous for the British Isles,J.Geol.Soc.London,161,927-938,Europe,"intrusives, dolerites",292,297,292,297,55.19,-2.04,47.1,157.1,7.7,7.7,194.6,-25.6,20.5,8.1,17,32,5,1,1,1,0,1,0,1,4,1,0,1,0,1,0,1,,M,0,V,4,T,"K-Ar,40Ar/39Ar,U-Pb",East Avalon,P1,55.19,-2.04,
3652,9221,Holy Island Sill and Dyke,2004,"Liss, D., Owens, W.H., Hutton, D.H.W.",New palaeomagnetic results from the Whin Sill complex: evidence for a multiple intrusion event and revised virtual geomagnetic poles for the late Carboniferous for the British Isles,J.Geol.Soc.London,161,927-938,Europe,"intrusives, dolerites",292,297,292,297,55.68,-1.79,35.4,166.8,5.5,5.5,189.5,-2.8,27.6,6.3,20,23,5,1,1,1,0,1,0,1,4,1,0,1,0,1,0,1,,M,0,V,4,T,"K-Ar,40Ar/39Ar,U-Pb",East Avalon,P1,55.68,-1.79,
3651,9220,Borzeta and Glogoczow Redbeds,2004,"Nawrocki, J., Zylinska, A., Bula, Z., Grabowski, J., Krzywiec, P., Poprawa, P.",Early Cambrian location and affinities of the Brunovistulian terrane (Central Europe) in the light of palaeomagnetic data,J.Geol.Soc.London,161,513-522,Europe,"sediments, redbeds",530,540,530,540,49.9,19.95,-4,116,3,6,88,-14,22.6,6.2,25,62,6,1,1,1,0,1,1,1,6,1,1,1,0,1,1,1,,Rc,100,D,4,T,fossils,Brunovistulian,CB1,49.9,19.95,Data from boreholes oriented using seismic data
3647,9216,Transbaikalian Volcanics,2004,"Metelkin, D.V., Gordienko, I.V., Zhao, X.",Paleomagnetism of Early Cretaceous volcanic rocks from Transbaikalia: argument for Mesozoic Strike-slip motions in Central Asian structure,Russian Geology and Geophysics,45,1404-1417,Asia,"extrusives, sediments, trachybasalts",102,136,102,136,51.8,108,72.3,186.4,6,6,29.2,67,55.8,3.9,25,193,7,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,,"G+,F+,Rb",100,V,4,AT,"40Ar/39Ar,K-Ar",Trans-Baikal,K1,51.8,108,Also presented in REFNO 3985
3646,9215,Snake River Plain Lavas,2004,"Tauxe, L., Luskin, C., Selkin, P., Gans, P., Calvert, A.",Paleomagnetic results from the Snake River Plain: Contribution to the time-averaged field global database,Geochem.Geophys.Geosyst.,5(8),"Q08H13, doi:10.1029/2003GC000661",North America,"extrusives, basalts",0,6,0,6,43.2,-113.5,86.9,7.8,6.2,6.2,4.4,59.2,38.2,5,23,145,6,1,1,1,0,1,1,1,5,1,1,0,0,1,1,1,,Rb,0,V,4,AT,40Ar/39Ar,,N,43.2,-113.5,
3645,9214,Meseta del Lago Buenos Aires Lavas,2004,"Brown, L.L., Singer, B.S., Gorring, M.L.","Paleomagnetism and 40Ar/39Ar Chronology of Lavas from Meseta del Lago Buenos Aires, Patagonia",Geochem.Geophys.Geosyst.,5(1),"Q01H04, doi:10.1029/2003GC000526",South America,"extrusives, basalts",0,10,0,10,-47,-71,86.5,333.3,6.7,8.5,3.4,-63,25.9,5.4,26,193,6,1,1,1,0,1,1,1,5,1,1,0,0,1,1,1,,Rc,0,D,4,AT,40Ar/39Ar,Patagonia,N,-47,-71,
3644,9213,Biscotasing West Dykes,2004,"Halls, H.C., Davis, D.W.","Paleomagnetism and U-Pb geochronology of the 2.17 Ga Biscotasing dyke swarm, Ontario, Canada: evidence for vertical-axis crustal rotation across the Kapuskasing Zone",Canad. J. Earth Sci.,41,255-269,North America,"intrusives, quartz tholeiites",2167,2173,2167,2173,48.9,-85,17.3,224.6,9.8,13.3,250.3,58,56,9,6,72,5,1,1,1,0,1,0,1,3,1,0,0,0,1,0,1,,N,0,D,4,A,U-Pb,,NA,48.9,-85,
3640,9208,Pizzo Mondello Limestone,2004,"Muttoni,G., Kent,D.V., Olsen,P.E., Di Stefano,P., Lowrie,W., Bernasconi,S.M., Hernández,F.M.",Tethyan magnetostratigraphy from Pizzo Mondello (Sicily) and correlation to the Late Triassic Newark astrochronological polarity time scale,Geol.Soc.Amer.Bull.,116,1043-1058,Europe,"sediments, limestones",204,228,204,228,37.6,13.4,-0.4,78,3.6,3.6,107,34.5,6,3.6,1,296,5,1,1,1,0,1,0,1,4,1,0,1,0,1,0,1,,"R-,M",100,V,4,T,"fossils, magnetostratigraphy",Sicily,T3,37.6,13.4,
3575,9072,Egersund-Ogna anorthosite,2004,"Brown, L.L., McEnroe, S.A.","Palaeomagnetism of the Egersund-Ogna anorthosite, Rogaland, Norway, and the position of Fennoscandia in the Late Proterozoic",Geophys.J.Int.,158,479-488,Europe,"intrusives, anorthosite",918,934,855,883,58.5007,6.0507,-41.5,200.3,9,9.4,325.9,-80.1,73,4.9,13,67,5,1,1,1,0,1,0,1,5,1,1,1,0,1,0,1,,M,0,D,4,AT,U-Pb;40Ar/39Ar,Baltica,NP1,58.5,6.05,Authors suggest titanoferous haematite as major carrier
4122,9941,Volpriehausen Formation,2004,"Szurlies, M.","Magnetostratigraphy: the key to a global correlation of the classic Germanic Trias-case study Volpriehausen Formation (Middle Buntsandstein), Central Germany",Earth Planet.Sci.Letters,227,395-410,Europe,"sediments, redbeds",245,251,245,251,52.1,10,49.2,168.2,2.2,4.8,14.4,24.7,17.2,3.8,79,79,6,1,1,1,0,1,1,1,6,1,1,1,0,1,0,1,,N,0,D,4,T,"stratigraphic, magnetic",Baltica,T1,52.1,10,
3569,9069,Newer Volcanics,2004,"Opdyke, N.D., Musgrave, R.",Paleomagnetic results from the Newer Volcanics of Victoria: contribution to the time-averaged field initiative,Geochem.Geophys.Geosyst.,5(3),"Q03H09, doi:10.1029/2003GC000632",Australia,"extrusives, basalts",0,4,0,4,-37,143.4,87.2,21.9,4.4,4.4,176.3,57.7,52,3.5,33,327,5,1,1,1,0,1,0,1,4,1,1,0,0,1,0,1,,R-,0,V,4,AT,K-Ar,,N2-4,-37.9,143.4,Flows with alpha95>6 degrees rejected
3568,9068,Meseta Visachas Plateau Lavas and Pali-Aike Basalts,2004,"Mejia, V., Opdyke, N.D., Vilas, J.F., Singer, B.S., Stoner, J.S.",Plio-Pleistocene time-averaged field in southern Patagonia recorded in lava flows,Geochem.Geophys.Geosyst.,5(3),"Q03H08, doi:10.1029/2003GC000633",South America,extrusives,0,4,0,4,-51,-70.6,88.6,36.5,5.4,5.4,359,-68.2,51,3.5,33,269,6,1,1,1,0,1,1,1,5,1,1,0,0,1,1,1,,Rb,0,V,4,AT,"K-Ar, 40Ar/39Ar",,N2-3,-51,-70.6,Flows with alpha95>5 degrees rejected
4075,9869,Khorbusuonka Lower Cambrian Sediments,2004,"Pavlov, V.E., Gallet, Y., Shatsillo, A.V., Vodovozov, V.Yu.",Paleomagnetism of the Lower Cambrian from the Lower Lena River Valley: Constraints on the Apparent Polar Wander Path from the Siberian Platform and the Anomalous Behavior of the Geomagnetic Field at the Beginning of the Phanerozoic,"Izvestiya, Physics of the Solid Earth",40,28-49,Asia,"sediments, limestones",520,550,520,550,71.4,123.9,-52.7,154.5,6.7,9.4,337.6,55.4,43.7,6.6,,12,4,1,0,1,0,1,0,1,2,0,0,0,0,1,0,1,,N,0,D,4,T,stratigraphic,Anabar,NP3-CB1,71.1,127.4,Pole recalculated from directions
3637,9200,"Stoer Group Sediments, Upper Part",2004,"Darabi,M.H., Piper,J.D.A.","Palaeomagnetism of the (Late Mesoproterozoic) Stoer Group, northwest Scotland: implications for diagenesis, age and relationship to the Grenville Orogeny",Geol.Mag.,141,15-39,Europe,"sediments, redbeds",1130,1250,1130,1250,58.2,-5.5,38.4,242.1,4,6.7,308.7,38.6,9.4,5.6,8,77,3,0,1,1,0,0,0,1,2,0,0,1,0,0,0,1,,"Go,Fo",100,D,4,T,magnetic,,MP,58.2,-5.5,
3637,9199,"Stoer Group Sediments, Middle Part",2004,"Darabi,M.H., Piper,J.D.A.","Palaeomagnetism of the (Late Mesoproterozoic) Stoer Group, northwest Scotland: implications for diagenesis, age and relationship to the Grenville Orogeny",Geol.Mag.,141,15-39,Europe,"sediments, redbeds",1130,1250,1130,1250,58.2,-5.5,34.9,241.1,5.1,9,307.5,33.5,23,7.9,2,16,2,0,0,1,0,0,0,1,2,0,0,1,0,0,0,1,,"Go,Fo",100,D,4,T,magnetic,,MP,58.2,-5.5,
3637,9198,"Stoer Group Sediments, Lower Part",2004,"Darabi,M.H., Piper,J.D.A.","Palaeomagnetism of the (Late Mesoproterozoic) Stoer Group, northwest Scotland: implications for diagenesis, age and relationship to the Grenville Orogeny",Geol.Mag.,141,15-39,Europe,"sediments, redbeds",1130,1250,1130,1250,58.2,-5.5,26,244.3,3.2,6.1,300.4,23.1,19.9,5.7,4,33,3,0,1,1,0,0,0,1,2,0,0,1,0,0,0,1,,"Go,Fo",100,D,4,T,magnetic,,MP,58.2,-5.5,'Slump' test suggests PDRM
3635,9195,"Tula Redbeds, Western Part",2004,"Dupont-Nivet,G., Robinson,D., Butler,R.F.",Concentration of crustal displacement along a weak Altyn Tagh fault: Evidence from paleomagnetism of the northern Tibetan Plateau,Tectonics,23,"TC1020, doi:10.1029/2002TC001397",Asia,"sediments, redbeds",65,161,65,161,37.57,86.885,66.5,246.4,3.3,6,8.3,28.6,17.5,5.5,41,263,5,0,1,1,1,0,1,1,4,0,1,0,1,0,1,1,,"F+,Rc",100,D,4,T,stratigraphic,,J3-K,37.57,86.885,
3635,9194,"Tula Redbeds, Eastern Part",2004,"Dupont-Nivet,G., Robinson,D., Butler,R.F.",Concentration of crustal displacement along a weak Altyn Tagh fault: Evidence from paleomagnetism of the northern Tibetan Plateau,Tectonics,23,"TC1020, doi:10.1029/2002TC001397",Asia,"sediments, redbeds",65,161,65,161,37.498,87.241,63.6,216.6,6.3,11,21.3,34.2,29.7,9.6,9,64,4,0,1,1,1,0,0,1,4,0,1,0,1,0,0,1,,"F+,Ro",100,D,4,T,stratigraphic,,J3-K,37.498,87.241,
3632,9184,El Campito Sediments,2004,"Li, Y.-X., Kodama, K.P.","New paleomagnetic, rock magnetic, and petrographic results from the Valle Group, Baja California, Mexico: Exploring the causes of anomalously shallow paleomagnetic inclinations",J.Geophys.Res.,109,"B11101, doi:10.1029/2004JB003127",North America,"sediments, sandstones",94,100,5,55,27.8,-114.9,47.1,178.8,4.1,5.8,309.8,55.2,81.6,4.1,16,186,3,0,1,1,0,0,0,1,2,0,0,1,0,0,0,1,Secondary,Fo,0,D,4,AT,fossils,,K2,27.8,-114.9,Different fold tests evidence both to pre- and post-f. magn.
3631,9183,Mesita Sandstone Pipes,2004,"Geissman,J.W., Harlan,S.S.","Paleomagnetic and rock magnetic evidence for a secondary yet early magnetization in large sandstone pipes and host Late Middle Jurassic (Callovian) Summerville Formation and Bluff Sandstone near Mesita, west central New Mexico",J.Geophys.Res.,109,"B07107, doi:10.1029/2003JB002463",North America,"sediments, sandstones",155,165,146,165,35.2,-106.7,72.8,135.7,2.1,3.4,163,-44.3,168.7,2.7,16,189,3,0,1,1,0,0,0,1,2,0,0,1,0,0,0,1,Secondary,M,100,D,4,AT,fossils,,J2-3,35.2,-106.7,"If 5-deg.rotation of Colorado sugg., Plat=68.1, Plong=143.8"
3630,9182,Deseret Limestone,2004,"Blumstein,A.M., Elmore,R.D., Engel,M.H.","Paleomagnetic dating of burial diagenesis in Mississippian carbonates, Utah",J.Geophys.Res.,109,"B04101, doi:10.1029/2003JB002698",North America,"sediments, limestones",318,359,23,65,39.7,-113.2,70.1,282,29,29,19.3,69.7,14.4,18.3,6,15,3,0,0,1,0,1,0,1,3,0,0,1,0,1,0,1,Component 2,"F-,Ro",0,V,4,T,fossils,,C1,39.7,-113.2,Various fold tests performed
3630,9181,Deseret Limestone,2004,"Blumstein,A.M., Elmore,R.D., Engel,M.H.","Paleomagnetic dating of burial diagenesis in Mississippian carbonates, Utah",J.Geophys.Res.,109,"B04101, doi:10.1029/2003JB002698",North America,"sediments, limestones",318,359,146,251,39.7,-113.2,61,105.7,6.1,6.1,161.4,-28.5,12.2,7.5,19,100,6,0,1,1,1,1,1,1,6,0,1,1,1,1,1,1,Component 1,"F+,Rc",100,V,4,T,fossils,,C1,39.7,-113.2,Various fold tests performed
3683,9265,"Moshaneng Dolerites, site JP11",2004,"Hanson, R.E., Gose, W.A., Crowley, J.L., Ramezani, J., Bowring, S.A., Bullen, D.S., Hall, R.P., Pancake, J.A., Mukwakwami, J.","Paleoproterozoic intraplate magmatism and basin development on the Kaapvaal Craton: Age, paleomagnetism and geochemistry of ~1.93 to ~1.87 Ga post-Waterberg dolerites",S.Afr.J.Geol.,107,233-254,Africa,"intrusives, dolerites",1926,1929,1100,1110,-24.95,25.32,50.2,26,3.5,6.4,180.5,-28.1,69.2,5.8,1,10,3,0,0,1,0,1,0,1,3,0,0,1,0,1,0,1,Overprint,N,0,D,4,A,U-Pb(badd.),Kaapvaal,PP,-24.95,25.32,Umkondo overprint suggested
3683,9264,"Moshaneng Dolerites, site JP10",2004,"Hanson, R.E., Gose, W.A., Crowley, J.L., Ramezani, J., Bowring, S.A., Bullen, D.S., Hall, R.P., Pancake, J.A., Mukwakwami, J.","Paleoproterozoic intraplate magmatism and basin development on the Kaapvaal Craton: Age, paleomagnetism and geochemistry of ~1.93 to ~1.87 Ga post-Waterberg dolerites",S.Afr.J.Geol.,107,233-254,Africa,"intrusives, dolerites",1926,1929,1926,1929,-24.9,25.25,39.6,318.5,3.7,7.5,315,0.9,31.6,7.5,1,13,4,1,0,1,0,1,0,1,4,1,0,1,0,1,0,1,,N,0,D,4,A,U-Pb(badd.),Kaapvaal,PP,-24.9,25.25,
3683,9263,"Moshaneng Dolerites, site JP9",2004,"Hanson, R.E., Gose, W.A., Crowley, J.L., Ramezani, J., Bowring, S.A., Bullen, D.S., Hall, R.P., Pancake, J.A., Mukwakwami, J.","Paleoproterozoic intraplate magmatism and basin development on the Kaapvaal Craton: Age, paleomagnetism and geochemistry of ~1.93 to ~1.87 Ga post-Waterberg dolerites",S.Afr.J.Geol.,107,233-254,Africa,"intrusives, dolerites",1926,1929,1926,1929,-24.96,25.25,45,329.4,3.2,6.4,324.1,7.2,40.2,6.3,1,14,4,1,0,1,0,1,0,1,4,1,0,1,0,1,0,1,,N,0,D,4,A,U-Pb(badd.),Kaapvaal,PP,-24.96,25.25,
3683,9262,Post-Waterberg Dolerites and Basalts,2004,"Hanson, R.E., Gose, W.A., Crowley, J.L., Ramezani, J., Bowring, S.A., Bullen, D.S., Hall, R.P., Pancake, J.A., Mukwakwami, J.","Paleoproterozoic intraplate magmatism and basin development on the Kaapvaal Craton: Age, paleomagnetism and geochemistry of ~1.93 to ~1.87 Ga post-Waterberg dolerites",S.Afr.J.Geol.,107,233-254,Africa,"intrusives,extrusives,dolerites,basalts",1870,1880,1870,1880,-23,28,15.6,17.1,8.9,8.9,339.8,64.3,46.1,6,13,135,6,1,1,1,0,1,1,1,5,1,0,1,0,1,1,1,,Rc,100,V,4,A,U-Pb(badd.),Kaapvaal,PP,-23,28,
3911,9604,Siberian Trap Basalts,2004,"Heunemann, C., Krása, D., Soffel, H.C., Gurevitch, E., Bachtadse, V.","Directions and intensities of the Earth’s magnetic field during a reversal: results from the Permo-Triassic Siberian trap basalts, Russia",Earth Planet.Sci.Letters,218,197-213,Asia,"extrusives, basalts",247,251,247,251,69.45,89.41,57.1,148.2,4.3,4.7,88.5,75.4,77.9,2.5,41,,5,1,1,1,0,1,0,1,4,1,0,1,0,1,0,1,,R-,0,D,4,T,correlation,Siberian Platform,T1,69.45,89.41,
3822,9473,"Basic Dykes, Group A",2004,"Elming, S-Å., Moakhar, M.O., Martinsson, O.",A palaeomagnetic and geochemical study of basic intrusions in northern Sweden,Geol.Foren.Stockholm Forh.,126,243-252,Europe,"intrusives, basic",1590,1638,1590,1638,64,17,22.1,147.2,13.4,13.4,44.8,8.3,25,18.7,4,37,3,1,0,1,0,1,0,0,2,0,0,1,0,1,0,0,,M,0,V,4,AT,40Ar/39Ar on baked contact,Baltica,PP-MP,64,17,APWP of Elming et al. (2003) used for dating
3622,9164,"Retreat Batholith and Theresa Creek Volcanics, Overprint",2004,"Anderson,K.L., Lackie,M.A., Clark,D.A.","Palaeomagnetic results from the Palaeozoic basement of the southern Drummond Basin, central Queensland, Australia",Geophys.J.Int.,159,473-485,Australia,"intrusives,extrusives,andesites,granites",320,340,320,340,-22.9,147.5,64,259.7,11.5,11.5,208.1,47.8,29,4.5,7,34,3,0,1,1,0,0,0,1,2,0,0,1,0,0,0,1,Component 1,N,0,V,4,AT,magnetic,,C,-22.9,147.5,
4075,9868,Chekurovka Lower Cambrian Sediments,2004,"Pavlov, V.E., Gallet, Y., Shatsillo, A.V., Vodovozov, V.Yu.",Paleomagnetism of the Lower Cambrian from the Lower Lena River Valley: Constraints on the Apparent Polar Wander Path from the Siberian Platform and the Anomalous Behavior of the Geomagnetic Field at the Beginning of the Phanerozoic,"Izvestiya, Physics of the Solid Earth",40,28-49,Asia,"sediments, dolostones",520,550,520,550,71.1,127.4,-15.2,102.9,6.1,12.1,23.6,-4.1,8.7,12.1,,19,5,1,0,1,0,1,0,1,2,0,0,0,0,1,0,1,KRS component,N,100,D,4,T,stratigraphic,Anabar,NP3-CB1,71.1,127.4,
4075,9867,Chekurovka Lower Cambrian Sediments,2004,"Pavlov, V.E., Gallet, Y., Shatsillo, A.V., Vodovozov, V.Yu.",Paleomagnetism of the Lower Cambrian from the Lower Lena River Valley: Constraints on the Apparent Polar Wander Path from the Siberian Platform and the Anomalous Behavior of the Geomagnetic Field at the Beginning of the Phanerozoic,"Izvestiya, Physics of the Solid Earth",40,28-49,Asia,"sediments, dolostones",520,550,520,550,71.1,127.4,-53.4,164.1,6.2,8.5,333.4,56.6,25.1,5.9,,25,6,1,1,1,1,1,0,1,4,0,1,0,1,1,0,1,KHR component,F+,100,D,4,T,stratigraphic,Anabar,NP3-CB1,71.1,127.4,
3622,9163,Theresa Creek Volcanics,2004,"Anderson,K.L., Lackie,M.A., Clark,D.A.","Palaeomagnetic results from the Palaeozoic basement of the southern Drummond Basin, central Queensland, Australia",Geophys.J.Int.,159,473-485,Australia,"extrusives, andesites, basalts",428,488,428,488,-22.8,147.6,4.1,188.9,14,14,62.4,59.5,25,4.6,9,37,4,0,1,1,1,0,0,1,4,0,1,1,1,0,0,1,Component 3,"C*+,Ro",0,V,4,AT,magnetic,,O-S1,-22.8,147.6,
3756,9390,Los Colorados Rocks,2004,"Vizan, H., Ixer, R., Turner, P., Cortes, J.M., Cladera, G.","Paleomagnetism of Upper Triassic rocks in the Los Colorados hill section, Mendoza province, Argentina",J.Sth.Amer.Earth Sci.,18,41-59,South America,"extrusives, sediments, tuffs, redbeds",200,228,200,228,-32.42,-69.25,81.8,118.3,7.6,7.6,358.4,-59,56.8,5.8,12,72,6,1,1,1,1,1,0,1,5,1,0,1,1,1,0,1,,"F+,G+",100,V,4,T,geologic,Precordillera,T3,-32.42,-69.25,End points and great circles used; authors did not calculate the mean direction
3622,9162,Retreat Batholith,2004,"Anderson,K.L., Lackie,M.A., Clark,D.A.","Palaeomagnetic results from the Palaeozoic basement of the southern Drummond Basin, central Queensland, Australia",Geophys.J.Int.,159,473-485,Australia,"intrusives, granites",366,389,366,389,-23.5,147.6,66,110.7,9.1,9.1,345.8,-6.7,36.8,3.8,7,31,6,1,1,1,1,1,0,1,5,1,0,1,1,1,0,1,Component 2,"C+,Ro",0,V,4,AT,"K-Ar,Rb-Sr",,D2-D3,-23.5,147.6,
3621,9161,Kimpo Sediments,2004,"Uno,K., Chang,T.W., Furukawa,K.",Tectonic elements with South China affinity in the Korean Peninsula: new Early Jurassic palaeomagnetic data,Geophys.J.Int.,158,446-456,Asia,"sediments, sandstones, redbeds",176,200,176,200,37.7,126.5,54.1,230.2,4.1,4.1,38.1,39.7,145.6,3.8,11,,6,1,1,1,1,1,0,1,4,1,0,0,1,1,0,1,,F+,100,V,4,T,fossils,,J1,37.7,126.5,
3620,9160,Dahla and Somali Basalts,2004,"Audin,L., Quidelleur,X., Coulie,E., Courtillot,V., Gilder,S., Manighetti,I., Gillot,P.-Y., Tapponnier,P., Kidane,T.",Palaeomagnetism and K-Ar and 40Ar/39Ar ages in the Ali Sabieh area (Republic of Djibouti and Ethiopia): constraints on the mechanism of Aden ridge propagation into southeastern Afar during the last 10 Myr,Geophys.J.Int.,158,327-345,Africa,"extrusives, basalts",4,8,4,8,11,42.7,79.9,149.5,3.6,6.8,10,15.4,18,7,22,,5,1,1,1,0,1,0,1,4,1,1,0,0,1,0,1,,R-,0,D,4,AT,"40Ar/39Ar,K-Ar",,N1-2,11,42.7,
3619,9159,Xichang Redbeds,2004,"Tamai, M., Liu, Y., Lu, L.Z., Yokoyama, M., Halim, N., Zaman, H., Otofuji, Y.",Palaeomagnetic evidence for southward displacement of the Chuan Dian fragment of the Yangtze Block,Geophys.J.Int.,158,297-309,Asia,"sediments, redbeds",65,146,65,146,27.9,102.3,85.2,241.7,3.5,3.5,3.7,41.5,54.6,3.4,2,33,5,0,1,1,1,1,0,1,5,0,1,1,1,1,0,1,,F+,100,V,4,T,fossils,,K,27.9,102.3,7-deg.southw. displ. w.resp.to  Sichuan Basin after K sugg.
3618,9158,Cerro Colorado-Caminiaga Formation,2004,"Geuna,S.E., Escosteguy,L.D.","Palaeomagnetism of the Upper Carboniferous–Lower Permian transition from Paganzo basin, Argentina",Geophys.J.Int.,157,1071-1089,South America,"sediments, redbeds",271,318,271,318,-30,-64,79.3,110.6,8,8,181.4,59.4,70.9,8,6,31,3,0,1,1,0,0,0,1,3,0,1,1,0,0,0,1,Component A,N,100,V,4,T,fossils,,C2-P1,-30,-64,Local rotation suggested
3618,9157,Chancanı Formation,2004,"Geuna,S.E., Escosteguy,L.D.","Palaeomagnetism of the Upper Carboniferous–Lower Permian transition from Paganzo basin, Argentina",Geophys.J.Int.,157,1071-1089,South America,"sediments, redbeds",271,318,271,318,-31.3,-65.4,85.2,178.6,8.8,8.8,174.8,52.8,195.6,8.8,3,20,2,0,0,1,0,0,0,1,2,0,0,1,0,0,0,1,Component A,"Fo,R-",100,V,4,T,fossils,,C2-P1,-31.3,-65.4,Local rotation suggested
3618,9156,Rincon Blanco Volcanics and Sediments,2004,"Geuna,S.E., Escosteguy,L.D.","Palaeomagnetism of the Upper Carboniferous–Lower Permian transition from Paganzo basin, Argentina",Geophys.J.Int.,157,1071-1089,South America,"extrusives, sediments, andesites,sandst.",271,318,271,318,-28.6,-68.6,77,114,4.9,4.9,179.3,60.8,47.2,4.9,19,113,4,0,1,1,1,0,0,1,4,0,1,1,1,0,0,1,,F+,100,V,4,AT,"fossils,radiometric",,C2-P1,-28.6,-68.6,Local rotation suggested
3617,9155,Frazier Ridge Formation,2004,"Randall,D.E., Mac Niocaill,C.","Cambrian palaeomagnetic data confirm a Natal Embayment location for the Ellsworth–WhitmoreMountains, Antarctica, in Gondwana reconstructions",Geophys.J.Int.,157,105-116,Antarctica,"sediments, quartzites, argillites",488,513,488,513,-79.2,-86.2,9,292.7,5.1,5.1,18.5,2.4,24.7,7.6,3,16,5,1,0,1,1,1,0,1,5,1,0,1,1,1,0,1,,F+,100,V,4,T,"U-Pb,geological",Ellsworth-Whitmore Mountains,CB2-3,-79.2,-86.2,
3616,9154,Georgina Basin Carbonates,2004,"Anderson,K.L., Lackie,M.A., Clark,D.A., Schmidt,P.W.","Return to Black Mountain: palaeomagnetic reassessment of the Chatsworth and Ninmaroo formations, western Queensland, Australia",Geophys.J.Int.,157,87-104,Australia,"sediments, limestones",472,513,472,513,-22.4,140.3,48.6,186,2.1,4,28.8,15.4,35.7,4.5,41,96,7,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,Component C,"F+,Ra",100,D,4,AT,stratigraphic,,CB2-O1,-22.4,140.3,Considered as primary component
3616,9153,Georgina Basin Carbonates,2004,"Anderson,K.L., Lackie,M.A., Clark,D.A., Schmidt,P.W.","Return to Black Mountain: palaeomagnetic reassessment of the Chatsworth and Ninmaroo formations, western Queensland, Australia",Geophys.J.Int.,157,87-104,Australia,"sediments, limestones",472,513,428,461,-22.4,140.3,-8,216.8,2.6,5.1,272.4,-27.6,9.9,5.3,78,115,4,0,1,1,0,1,0,1,4,0,1,1,0,1,0,1,Component B,"Fo,R-",100,D,4,AT,stratigraphic,,CB2-O1,-22.4,140.3,Age of magnetisation considered by comparison with APWP
3616,9152,Georgina Basin Carbonates,2004,"Anderson,K.L., Lackie,M.A., Clark,D.A., Schmidt,P.W.","Return to Black Mountain: palaeomagnetic reassessment of the Chatsworth and Ninmaroo formations, western Queensland, Australia",Geophys.J.Int.,157,87-104,Australia,"sediments, limestones",472,513,398,416,-22.4,140.3,54.9,81.6,2.9,5.8,330.6,-3.9,15,5.8,44,70,6,0,1,1,1,1,1,1,6,0,1,1,1,1,1,1,Component A,"F+,Ra",100,D,4,AT,stratigraphic,,CB2-O1,-22.4,140.3,Age of magnetisation considered by comparison with APWP
